enrollee_id,city,gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,target
12216,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
4291,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
31401,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,18,10000+,Pvt Ltd,0.0
5997,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,0.0
4109,city_133,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,0.0
26758,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,1.0
17585,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Pvt Ltd,0.0
4195,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Public Sector,0.0
8623,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
9905,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
30181,city_103,Male,No relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
3667,city_14,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,100-500,Pvt Ltd,0.0
20808,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,9,50-99,Pvt Ltd,0.0
8670,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,500-999,Pvt Ltd,0.0
29614,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Funded Startup,0.0
12902,city_30,Male,Has relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
29415,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,10000+,Pvt Ltd,0.0
15421,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,1.0
9313,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,0.0
21886,city_114,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,100-500,Pvt Ltd,0.0
10307,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,5000-9999,Pvt Ltd,0.0
14194,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,1000-4999,Pvt Ltd,0.0
20994,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,0.0
8528,city_160,Male,Has relevent experience,Part time course,Graduate,STEM,>20,50-99,Public Sector,0.0
26332,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Funded Startup,0.0
14490,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,NGO,0.0
23015,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,4,<10,Pvt Ltd,0.0
17766,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
3152,city_116,Male,No relevent experience,Full time course,Graduate,STEM,5,<10,Early Stage Startup,0.0
9233,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,NGO,0.0
6327,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,1000-4999,Pvt Ltd,0.0
1842,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10000+,Pvt Ltd,1.0
6820,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,500-999,Public Sector,0.0
29548,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
17445,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
25636,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,10000+,Pvt Ltd,0.0
1221,city_40,Male,Has relevent experience,no_enrollment,Masters,STEM,10,1000-4999,Pvt Ltd,0.0
13017,city_41,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,100-500,Pvt Ltd,0.0
5552,city_89,Male,Has relevent experience,no_enrollment,Masters,STEM,2,500-999,Public Sector,0.0
3370,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,500-999,Pvt Ltd,0.0
15265,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
29437,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10/49,Funded Startup,0.0
20489,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
11747,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
27725,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,1.0
16643,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,0.0
428,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,1000-4999,Pvt Ltd,0.0
4117,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,0.0
20341,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,3,10000+,Pvt Ltd,0.0
29631,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,0.0
19630,city_136,Male,Has relevent experience,Part time course,Masters,STEM,6,50-99,Pvt Ltd,0.0
14769,city_102,Male,No relevent experience,no_enrollment,Phd,STEM,20,10/49,Pvt Ltd,0.0
25781,city_99,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Pvt Ltd,0.0
11245,city_103,Male,Has relevent experience,Part time course,Graduate,STEM,17,5000-9999,Pvt Ltd,0.0
1280,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
13797,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
17687,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,100-500,Pvt Ltd,1.0
26875,city_114,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,50-99,Pvt Ltd,0.0
24034,city_21,Male,Has relevent experience,no_enrollment,Masters,STEM,7,10000+,Pvt Ltd,1.0
5657,city_13,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
15248,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,1.0
6766,city_138,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,0.0
3000,city_16,Male,Has relevent experience,no_enrollment,Graduate,Arts,3,<10,Funded Startup,0.0
23086,city_160,Male,No relevent experience,no_enrollment,Phd,STEM,19,5000-9999,Public Sector,0.0
8706,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
19912,city_64,Male,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Funded Startup,0.0
31338,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
9146,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,<10,Pvt Ltd,0.0
10393,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,NGO,0.0
28211,city_103,Male,Has relevent experience,Full time course,Graduate,Humanities,10,100-500,Pvt Ltd,0.0
18016,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,0.0
19869,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,16,10000+,Pvt Ltd,0.0
15003,city_103,Male,No relevent experience,no_enrollment,Phd,STEM,11,1000-4999,Pvt Ltd,0.0
13404,city_104,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
10891,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,20,500-999,Pvt Ltd,0.0
3477,city_103,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,500-999,NGO,0.0
20065,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Funded Startup,0.0
23998,city_42,Male,No relevent experience,Full time course,Graduate,STEM,5,5000-9999,Pvt Ltd,1.0
4092,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,4,10000+,Pvt Ltd,0.0
872,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
19185,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,1.0
32118,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,<10,Pvt Ltd,0.0
28104,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,11,50-99,Pvt Ltd,0.0
2476,city_57,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
31638,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,0.0
4594,city_116,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
25722,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
10317,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
1409,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
12968,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,10,10/49,Pvt Ltd,0.0
8393,city_98,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
3470,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Funded Startup,0.0
6374,city_21,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,14,<10,Pvt Ltd,1.0
22860,city_67,Male,No relevent experience,Part time course,Graduate,STEM,4,100-500,Pvt Ltd,0.0
14469,city_74,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,100-500,Pvt Ltd,1.0
24651,city_150,Male,Has relevent experience,no_enrollment,Graduate,Humanities,4,<10,Funded Startup,1.0
7990,city_45,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Pvt Ltd,0.0
7713,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,0.0
15661,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,6,<10,Pvt Ltd,0.0
9477,city_100,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,2,10/49,Pvt Ltd,0.0
5884,city_90,Male,No relevent experience,no_enrollment,Masters,STEM,7,100-500,Pvt Ltd,0.0
12801,city_40,Male,Has relevent experience,Part time course,Graduate,STEM,>20,100-500,Public Sector,0.0
31601,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
5486,city_103,Male,No relevent experience,Full time course,Graduate,STEM,9,50-99,Funded Startup,0.0
3296,city_71,Male,Has relevent experience,no_enrollment,Masters,STEM,13,10/49,Early Stage Startup,0.0
30637,city_28,Male,Has relevent experience,no_enrollment,Masters,STEM,5,10000+,Pvt Ltd,0.0
33302,city_73,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,0.0
9829,city_83,Male,Has relevent experience,no_enrollment,Masters,STEM,11,<10,Pvt Ltd,0.0
14554,city_21,Male,Has relevent experience,Full time course,Masters,STEM,3,50-99,Pvt Ltd,1.0
32192,city_173,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,0.0
23361,city_23,Male,Has relevent experience,Part time course,Graduate,STEM,18,100-500,Pvt Ltd,0.0
11743,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,1.0
11216,city_103,Male,Has relevent experience,Full time course,Phd,Other,13,5000-9999,Pvt Ltd,0.0
29597,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,50-99,Pvt Ltd,1.0
22052,city_46,Male,Has relevent experience,no_enrollment,Masters,STEM,8,1000-4999,Public Sector,0.0
30709,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,0.0
16919,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
5903,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,5000-9999,Pvt Ltd,1.0
27821,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
27683,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,19,1000-4999,Pvt Ltd,0.0
13725,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Funded Startup,0.0
35,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,0.0
29443,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,500-999,Pvt Ltd,0.0
1334,city_114,Male,Has relevent experience,Full time course,Masters,STEM,15,500-999,Pvt Ltd,0.0
24876,city_74,Male,Has relevent experience,Part time course,Masters,STEM,4,500-999,Pvt Ltd,0.0
20642,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
29028,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,0.0
19174,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,10/49,Pvt Ltd,1.0
29132,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
13029,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
25520,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
10081,city_116,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,<10,Early Stage Startup,0.0
11060,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
33126,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
11160,city_67,Male,Has relevent experience,no_enrollment,Masters,STEM,16,1000-4999,Pvt Ltd,0.0
4936,city_100,Male,Has relevent experience,no_enrollment,Phd,STEM,6,10/49,Pvt Ltd,0.0
18068,city_114,Male,Has relevent experience,no_enrollment,Phd,Humanities,>20,50-99,Pvt Ltd,0.0
24420,city_136,Male,Has relevent experience,no_enrollment,Phd,STEM,10,100-500,Pvt Ltd,0.0
10986,city_146,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
22420,city_67,Male,Has relevent experience,no_enrollment,Graduate,Humanities,9,10000+,Pvt Ltd,0.0
1265,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Funded Startup,0.0
32291,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
21535,city_16,Male,Has relevent experience,no_enrollment,Masters,Humanities,5,50-99,Early Stage Startup,0.0
3332,city_50,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,10/49,Pvt Ltd,0.0
2108,city_50,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
19597,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,100-500,Pvt Ltd,1.0
3781,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1.0
32890,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
18905,city_103,Male,Has relevent experience,Full time course,Graduate,STEM,5,100-500,Pvt Ltd,0.0
32900,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,3,10000+,Pvt Ltd,1.0
9543,city_30,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,100-500,Pvt Ltd,0.0
18093,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,0.0
25662,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
23787,city_23,Male,Has relevent experience,no_enrollment,Masters,Humanities,4,<10,Early Stage Startup,0.0
5908,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
8328,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,15,10000+,Pvt Ltd,1.0
5116,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,50-99,Pvt Ltd,0.0
1545,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
26761,city_104,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
10294,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,4,100-500,Pvt Ltd,1.0
14283,city_46,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,50-99,Pvt Ltd,0.0
8930,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,10000+,Pvt Ltd,0.0
2573,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10000+,Pvt Ltd,1.0
6542,city_36,Male,Has relevent experience,no_enrollment,Masters,STEM,17,1000-4999,NGO,0.0
32712,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,100-500,Pvt Ltd,0.0
21171,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,>20,50-99,Pvt Ltd,1.0
30861,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,4,50-99,Pvt Ltd,0.0
27020,city_103,Male,Has relevent experience,no_enrollment,Masters,Arts,17,10000+,Pvt Ltd,0.0
18947,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,0.0
7853,city_144,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Pvt Ltd,1.0
24575,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,100-500,Pvt Ltd,0.0
32652,city_65,Male,Has relevent experience,Full time course,Masters,STEM,5,100-500,Pvt Ltd,0.0
26529,city_16,Male,No relevent experience,no_enrollment,Graduate,STEM,2,50-99,NGO,0.0
31394,city_103,Male,Has relevent experience,no_enrollment,Phd,STEM,>20,10000+,Public Sector,0.0
28339,city_36,Male,Has relevent experience,Part time course,Graduate,STEM,12,5000-9999,Pvt Ltd,0.0
20703,city_102,Male,Has relevent experience,no_enrollment,Phd,STEM,9,1000-4999,Pvt Ltd,0.0
22444,city_27,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Funded Startup,0.0
30022,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,0.0
13774,city_103,Male,No relevent experience,no_enrollment,Graduate,Other,3,10/49,Pvt Ltd,0.0
32398,city_160,Male,Has relevent experience,Full time course,Graduate,STEM,4,1000-4999,Pvt Ltd,0.0
13541,city_64,Male,No relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,1.0
31586,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10/49,Pvt Ltd,0.0
15261,city_83,Male,Has relevent experience,Part time course,Masters,STEM,6,10000+,Pvt Ltd,0.0
19448,city_75,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10000+,Pvt Ltd,1.0
31014,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,5000-9999,Pvt Ltd,0.0
452,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,14,100-500,Pvt Ltd,0.0
5915,city_16,Male,Has relevent experience,Full time course,Graduate,STEM,17,100-500,Pvt Ltd,0.0
31680,city_114,Male,No relevent experience,no_enrollment,Masters,Humanities,11,50-99,Pvt Ltd,0.0
19614,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1.0
31631,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Funded Startup,0.0
4464,city_114,Male,No relevent experience,no_enrollment,Graduate,Humanities,9,5000-9999,NGO,0.0
6222,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,20,100-500,Pvt Ltd,0.0
9403,city_103,Male,Has relevent experience,no_enrollment,Graduate,Arts,16,50-99,Pvt Ltd,0.0
31830,city_61,Male,Has relevent experience,no_enrollment,Graduate,Other,10,5000-9999,Public Sector,0.0
17358,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,10/49,Early Stage Startup,0.0
21307,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,50-99,Pvt Ltd,0.0
25674,city_71,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,0.0
14204,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,50-99,Early Stage Startup,0.0
22171,city_138,Male,Has relevent experience,Part time course,Graduate,STEM,19,100-500,Public Sector,0.0
10077,city_67,Male,Has relevent experience,Full time course,Graduate,STEM,10,<10,Early Stage Startup,0.0
10440,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,500-999,Pvt Ltd,0.0
31427,city_123,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,<10,Funded Startup,0.0
13751,city_103,Male,Has relevent experience,no_enrollment,Graduate,Humanities,14,<10,Pvt Ltd,0.0
1109,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,0.0
24912,city_21,Male,No relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
1024,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,4,100-500,Pvt Ltd,0.0
4342,city_99,Male,No relevent experience,no_enrollment,Graduate,Business Degree,2,<10,Pvt Ltd,0.0
29616,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,50-99,Pvt Ltd,0.0
12950,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,10/49,Pvt Ltd,0.0
31125,city_103,Male,No relevent experience,no_enrollment,Masters,Humanities,3,10000+,Pvt Ltd,0.0
19376,city_21,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,0.0
28023,city_134,Male,No relevent experience,no_enrollment,Masters,STEM,12,500-999,NGO,0.0
4617,city_93,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Early Stage Startup,0.0
16055,city_36,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,0.0
32509,city_136,Male,Has relevent experience,Part time course,Graduate,STEM,4,10000+,Pvt Ltd,0.0
18417,city_141,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,50-99,Pvt Ltd,0.0
32253,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
30753,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,1,10000+,Pvt Ltd,1.0
5581,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,500-999,Pvt Ltd,0.0
1321,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10000+,Pvt Ltd,0.0
2822,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Public Sector,0.0
29442,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,10/49,Early Stage Startup,0.0
4040,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
6113,city_100,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
13129,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,500-999,Pvt Ltd,0.0
14305,city_72,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Pvt Ltd,0.0
33101,city_40,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,500-999,Pvt Ltd,0.0
28414,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
28667,city_103,Male,No relevent experience,no_enrollment,Graduate,Arts,1,100-500,Pvt Ltd,0.0
28458,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,0.0
29402,city_103,Male,No relevent experience,Part time course,Graduate,STEM,7,500-999,NGO,0.0
12562,city_143,Male,Has relevent experience,Full time course,Graduate,STEM,6,10/49,Funded Startup,1.0
15846,city_103,Male,Has relevent experience,no_enrollment,Masters,STEM,10,10000+,Pvt Ltd,0.0
23923,city_65,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,0.0
4165,city_103,Male,No relevent experience,no_enrollment,Phd,Humanities,>20,1000-4999,Public Sector,0.0
6753,city_136,Male,Has relevent experience,no_enrollment,Graduate,STEM,17,500-999,Pvt Ltd,0.0
25482,city_12,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,100-500,Pvt Ltd,0.0
1190,city_23,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,100-500,Public Sector,0.0
20542,city_16,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,0.0
16411,city_114,Male,No relevent experience,no_enrollment,Masters,STEM,3,100-500,Pvt Ltd,0.0
13977,city_159,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,100-500,Pvt Ltd,0.0
27841,city_16,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,<10,Early Stage Startup,0.0
28039,city_94,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,0.0
111,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,1000-4999,Pvt Ltd,0.0
22219,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,50-99,Pvt Ltd,0.0
23395,city_136,Male,Has relevent experience,no_enrollment,Masters,STEM,14,10/49,Funded Startup,0.0
3930,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,0.0
1131,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,0.0
1551,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Funded Startup,0.0
23961,city_103,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10000+,Pvt Ltd,0.0
2180,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,50-99,Pvt Ltd,0.0
33310,city_21,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,10000+,Pvt Ltd,0.0
7755,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,0.0
26051,city_114,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,50-99,Pvt Ltd,0.0
15001,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,7,50-99,Pvt Ltd,0.0
21612,city_98,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,0.0
32813,city_173,Male,No relevent experience,Full time course,Graduate,Humanities,2,1000-4999,Pvt Ltd,0.0
25709,city_160,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,0.0
26061,city_13,Male,Has relevent experience,no_enrollment,Masters,STEM,4,100-500,NGO,0.0
2167,city_149,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,500-999,Funded Startup,0.0
18871,city_114,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,0.0
32195,city_76,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,0.0
3079,city_157,Male,Has relevent experience,Full time course,Graduate,STEM,8,100-500,Pvt Ltd,0.0
30172,city_28,Male,Has relevent experience,Full time course,Graduate,STEM,10,5000-9999,Public Sector,0.0
11997,city_123,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Early Stage Startup,0.0
15081,city_162,Male,Has relevent experience,no_enrollment,Graduate,Humanities,2,<10,Pvt Ltd,1.0
